"","V1","V2"
"1873",112,135
"1874",135,75
"1875",75,48
"1876",48,17
"1877",17,57
"1878",57,7
"1879",7,49
"1880",49,101
"1881",101,130
"1882",130,63
"1883",63,72
"1884",72,136
"1885",136,143
"1886",143,148
"1887",148,95
"1888",95,114
"1889",114,159
"1890",159,71
"1891",71,139
"1892",139,100
"1893",100,10
"1894",10,45
"1895",45,142
"1896",142,94
"1897",94,82
"1898",82,13
"1899",13,43
"1900",43,28
"1901",28,162
"1902",162,85
"1903",85,77
"1904",77,161
"1905",161,154
"1906",154,127
"1907",127,134
"1908",134,108
"1909",108,164
"1910",164,129
"1911",129,2
"1912",2,114
"1913",114,51
"1914",51,58
"1915",58,65
"1916",65,70
"1917",70,44
"1918",44,32
"1919",32,122
"1920",122,115
"1921",115,110
"1922",110,103
"1923",103,33
"1924",33,97
"1925",97,175
"1926",175,8
"1927",8,13
"1928",13,123
"1929",123,64
"1930",64,18
"1931",18,27
"1932",27,94
"1933",94,127
"1934",127,67
"1935",67,152
"1936",152,163
"1937",163,84
"1938",84,152
"1939",152,143
"1940",143,63
"1941",63,8
"1942",8,60
"1943",60,151
"1944",151,89
"1945",89,77
"1946",77,167
"1947",167,104
"1948",104,141
"1949",141,22
"1950",22,61
"1951",61,126
"1952",126,162
"1953",162,99
"1954",99,144
"1955",144,82
"1956",82,35
"1957",35,131
"1958",131,53
"1959",53,153
"1960",153,83
"1961",83,166
"1962",166,79
"1963",79,155
"1964",155,24
"1965",24,88
"1966",88,35
"1967",35,28
"1968",28,60
"1969",60,169
"1970",169,82
"1971",82,90
"1972",90,98
"1973",98,103
"1974",103,142
"1975",142,71
"1976",71,155
"1977",155,99
"1978",99,152
"1979",152,148
"1980",148,167
"1981",167,89
"1982",89,160
"1983",160,92
"1984",92,172
"1985",172,110
"1986",110,86
"1987",86,30
"1988",30,15
"1989",15,72
"1990",72,111
"1991",111,150
"1992",150,69
"1993",69,45
"1994",45,18
"1995",18,70
"1996",70,77
"1997",77,6
"1998",6,22
"1999",22,28
"2000",28,93
